Exercise_ID,Exercise,Exercise_Description,Muscle_Involved,Pain_Level,Functional_Goal,Repetition,Set,Image_Link,Video_Link
E032,Gentle Biceps Curls without Weights,"Hold your arm down at your side and slowly curl your hand toward your shoulder without any weights, focusing on control",Biceps,Low,Alleviate Pain,10,3,exercise.jpg,
E033,Wrist Supination Stretch,"Sit with your elbow bent at 90 degrees, palm facing down, and use your opposite hand to gently rotate your palm upward until a light stretch is felt in the forearm and biceps",Biceps,Low,Alleviate Pain,10,3,exercise.jpg,
E034,Tabletop Arm Slides,"Place your hands flat on a table and slide them forward while keeping your arms straight, then slowly slide bac",Biceps,Low,Alleviate Pain,10,3,exercise.jpg,
E035,Cross-Body Elbow Stretch,"Bring one arm across your chest at shoulder level and gently pull it closer with your other arm, focusing on a stretch along the forearm and biceps",Biceps,Low,Alleviate Pain,10,3,exercise.jpg,
E036,Pendulum Arm Swings,"Lean forward slightly, allow your affected arm to hang down, and gently swing it front to back and side to side in a controlled motion",Biceps,Low,Alleviate Pain,10,3,exercise.jpg,
E037,Assisted Biceps Stretch with Towel,"Hold a towel behind your back with one hand overhead and the other hand below, gently pull downward with the lower hand to stretch the biceps of the top arm",Biceps,Low,Alleviate Pain,10,3,exercise.jpg,
E038,Resistance Band Curls,"Attach band to a fixed point, hold band in hand and curl arm up to engage biceps",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E039,Slow Supination Curls,"Hold a light weight or band with palm facing down, rotate wrist up as you curl to activate biceps fully",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E040,Dumbbell Curls (Light Weight),"Hold light weights, curl hands toward shoulders while keeping elbows stable",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E041,Concentration Curl (Light Weight),"Sit with elbow on thigh, slowly curl weight up to isolate the biceps",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E042,Supported Arm Flexion and Extension,"Rest your injured arm on a table or your thigh, slowly bend your elbow to bring your hand toward your shoulder",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E043,Wall Biceps Stretch,"Stand near a wall, place your palm and forearm flat against it at shoulder height, then gently turn your body away to stretch the biceps without forcing the motion",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E044,Assisted Gentle Biceps Curl,"Use your opposite hand to support and guide the curling motion of your affected arm, helping it bend and straighten without strain",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E045,Passive Elbow Extension,"Sit comfortably, use your healthy arm to gently help straighten your painful arm until you feel a slight stretch",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E046,Cross-Body Stretch with Elbow Support,"Bring your injured arm across your chest, using the other hand to support the elbow and ease it across without forcing",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E047,Table Slide Elbow Stretch,"Sit at a table, rest your arm on a towel, and gently slide your hand forward, straightening your elbow, then slowly bring it back toward your body",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E048,Assisted Wrist Supination and Pronation,"With your elbow at 90 degrees, use your other hand to slowly turn your palm upward and downward, keeping the motion small and gentle",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E049,Shoulder and Arm Pendulum,"Lean forward slightly, let your affected arm hang, and gently guide it in small forward-backward and side-to-side swings, focusing on loose and pain-free motion",Biceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E050,None,,Biceps,Severe,Alleviate Pain,10,3,exercise.jpg,
E051,Wall Chest Stretch,"Stand facing a wall, place forearm against it, and gently turn away to stretch pectoral muscles",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E052,Seated Arm Circles,"Sit comfortably, perform slow circles with arms extended to warm up the chest area",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E053,Open-Book Stretch,"Lie on your side with arms stacked, slowly open the top arm outward and across the body",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E054,Incline Chest Squeeze (No Weight),"Sit on a chair, clasp hands in front of chest, and squeeze gently without any added resistance",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E055,Wall Push-ups,"Stand at arm’s length from a wall, perform push-ups with slow controlled movements, ",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E056,Chest Fly (No Weight),"Lie on your back with arms extended to sides, bring arms together in a gentle squeezing motion",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E057,Doorway Chest Stretch,"Stand in a doorway, place your hands or forearms on the frame at shoulder height, and gently lean your body forward until you feel a stretch across your chest",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E058,Seated Chest Opener,"Sit tall on a chair, clasp your hands behind your back, straighten your arms, and gently lift your hands upward while opening your chest",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E059,Wall Chest Stretch,"Stand sideways near a wall, place your palm flat against it at shoulder level, and slowly rotate your body away from the wall to feel a gentle stretch",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E060,Arm Slides on Wall,"Stand with your back and arms against a wall in a ""goal post"" position, then slowly slide your arms upward and downward, keeping contact with the wall",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E061,Gentle Shoulder Blade Squeeze,"Sit or stand upright, gently squeeze your shoulder blades together",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E062,Front Arm Swings,"Stand with arms extended out to the sides, then slowly swing them forward to cross over your chest and open them back out",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E063,Towel Chest Stretch,"Hold a towel or band behind your back with both hands, pull it lightly outward, and gently lift it away from your body to stretch the front of your shoulders and chest",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E064,Chest Breathing Stretch,"Sit or stand tall, place your hands on your chest, take a deep breath in to expand your chest, hold for 2 seconds, then exhale fully",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E065,Doorway Chest Stretch,"Stand in a doorway, place arms on each side, and gently lean forward to stretch the chest",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E066,Cat-Cow Chest Expansion,"On hands and knees, perform gentle chest-opening movements",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E067,Bent Arm Wall Stretch,"Bend arm at elbow, place it against a wall, and turn body gently to stretch the pectoral muscles",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E068,Modified Wall Push-Up,Stand close to a wall and perform push-ups with minimal body weight,Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E069,Resistance Band Chest Squeeze (Low Resistance),"Hold a resistance band, gently pull to activate the chest without overexertion",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E070,Floor Chest Press (No Weight),"Lie on your back, press hands upwards, mimicking chest press without any weights",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E071,Assisted Doorway Chest Stretch,"Stand in a doorway, place your forearms on the frame at a lower height, and carefully step forward just enough to feel a light chest stretch without straining;",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E072,Wall-Assisted Arm Raise,"Stand with your back and arms flat against a wall, slowly slide your arms upward to a pain-free point, then lower them back down with control",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E073,Seated Chest Stretch with Support,"Sit tall in a chair, place your hands on the back edge of the seat, and gently push your chest forward while keeping your movements controlled and gentle",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E074,Elbow Pull Stretch,"Raise one arm to shoulder height, bend the elbow at 90 degrees, and use the opposite hand to gently pull the elbow across your body to stretch the chest and front shoulder",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E075,Arm Circles at Chest Height,"Extend both arms out to the sides at chest level and make small controlled circles forward for 10 seconds, then backward for another 10 seconds",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E076,Supported Chest Opener,"Hold a towel behind your back with both hands, gently pull the towel outward and lift your arms slightly, stopping when a mild stretch is felt in your chest",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E077,Tabletop Shoulder Slides,"Lean forward slightly with your hands on a table, gently slide your hands forward to extend your arms and stretch the chest, then slowly pull them back in",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E078,Standing Chest Breathing Expansion,"Stand tall, place your hands lightly on your ribs, and breathe deeply to expand your chest outward, holding the breath for 3 seconds before slowly exhaling",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E079,None,,Chest,Severe,Alleviate Pain,10,3,exercise.jpg,
E080,Neck Tilt Stretch,"Tilt head to one side, gently pull with the opposite hand to stretch the side of the neck",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E081,Side-to-Side Neck Rotation,Slowly rotate head side to side to improve flexibility,Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E082,Shoulder Rolls,"Roll shoulders up, back, and down to reduce neck tension",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E083,Chin Tucks (No Weight),"Sit or stand, gently tuck chin toward the chest to activate neck flexors",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E084,Scapular Squeeze,"Squeeze shoulder blades together, engaging the muscles that support the neck",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E085,Shoulder Shrugs (No Weight),"Raise shoulders toward ears and hold, gently releasing to activate upper trapezius",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E086,Neck Side Bends,"Sit or stand tall, gently tilt your head toward one shoulder until you feel a light stretch on the opposite side, hold for 20 seconds, then return to center and switch sides.",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E087,Chin Tucks,"Sit or stand upright, gently pull your chin straight back to create a ""double chin"" feeling without tilting your head up or down, hold for 5 seconds",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E088,Neck Rotations,"Turn your head slowly to look over one shoulder, keeping your chin level, hold for 10 seconds, return to center, and then turn to the other side",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E089,Neck Flexion Stretch,"Gently lower your chin toward your chest until you feel a comfortable stretch at the back of your neck, hold for 20–30 seconds, then slowly lift your head back up.",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E090,Upper Trapezius Stretch,"Sit on one hand or anchor it under your thigh, then tilt your head gently to the opposite side, feeling a stretch along the side of your neck",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E091,Neck Extension with Support,"While seated, gently lift your chin toward the ceiling while supporting the base of your skull with your hands, stopping when you feel a slight stretch",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E092,Shoulder Rolls,"Roll your shoulders up, back, and down in a smooth circular motion to ease tension around your neck",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E093,Gentle Head Nods,"Slowly nod your head up and down as if saying “yes,” keeping the motion small and controlled to encourage gentle neck mobility",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E094,Levator Scapula Stretch,"Place hand behind back, tilt head to opposite side to stretch the neck",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E095,Cat-Cow with Neck Movement,Perform cat-cow while gently lifting and lowering head to engage neck flexors and extensors,Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E096,Neck Retraction,"Gently pull head back while keeping chin level, to strengthen deep neck stabilizers",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E097,Isometric Neck Holds,"Press hand gently against forehead or side of head, resisting without moving",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E098,Wall Angels,"Stand with back against a wall, slowly raise arms up and down, keeping contact with the wall to engage neck support",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E099,Resistance Band Rows (Low Resistance),"Use a band, gently pull back while keeping neck aligned for controlled activation",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E100,Neck Side Bend with Support,"Sit or stand with a straight posture, place one hand on the opposite side of your head, and gently guide it toward your shoulder",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E101,Chin Tucks with Gentle Resistance,"Sit or stand up straight, place your hand on your forehead for light resistance, and slowly pull your chin back toward your neck while maintaining a neutral head position",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E102,Neck Rotations with Pause,"Slowly rotate your head to one side as far as comfortable, hold for 5 seconds, return to the center, and repeat on the other side",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E103,Neck Flexion with Gentle Pressure,"While seated, gently lower your chin toward your chest and apply slight pressure with your hands at the back of your head to increase the stretch without overexerting",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E104,Scalene Stretch,"Sit or stand upright, tilt your head to one side and gently turn your head slightly, feeling a stretch along the side of the neck and shoulder",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E105,Upper Trap Stretch with Arm Support,"While seated, place one hand under the chair, then tilt your head to the opposite side, gently pulling with your other hand to stretch the upper trap area",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E106,Neck Extension with Support,"Gently lift your chin toward the ceiling, using your hands to support the back of your head to avoid strain",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E107,Shoulder Shrugs with Head Turns,"Perform shoulder shrugs by lifting both shoulders toward your ears, then slowly turn your head left to right to engage the neck muscles",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E108,None,,Neck,Severe,Alleviate Pain,10,3,exercise.jpg,
E109,Overhead Arm Stretch,"Raise one arm overhead, bend elbow, and gently pull with the opposite hand to stretch the triceps",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E110,Arm Circles,Perform small forward and backward circles with arms extended to engage triceps gently,Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E111,Cross-Body Arm Stretch,"Bring one arm across the chest, using the other arm to support and stretch triceps",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E112,Wall Push-Ups,"Stand at arm’s length from a wall, perform push-ups with slow controlled movement",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E113,Isometric Triceps Hold,"Press hands together behind back and hold, engaging triceps without movement",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E114,Triceps Squeeze (No Weight),"Extend arm and gently contract triceps, holding tension without adding any weight",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E115,Overhead Triceps Stretch,"Reach one arm overhead and bend the elbow, bringing your hand toward the opposite shoulder blade. Use your opposite hand to gently push your elbow downward",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E116,Triceps Stretch Behind the Head,Reach one arm overhead and bend the elbow so your hand touches your upper back. Use the opposite hand to gently push your elbow further behind your head,Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E117,Triceps Extension without Weight,"Stand or sit with your arm overhead, bend your elbow so your hand moves behind your head, and slowly extend your arm upward, straightening it fully without any added weight",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E118,Arm Across the Chest Stretch,"Bring one arm across your body at chest height, and with the opposite hand, gently pull your arm towards your chest until you feel a light stretch in the triceps and shoulder area",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E119,Seated Triceps Press,"Sit upright, extend one arm straight above your head, then bend the elbow behind your head. Use your other hand to gently assist by pressing on the bent elbow to deepen the stretch",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E120,Assisted Triceps Extension with Light Band,"Using a light resistance band, hold one end in each hand, loop it overhead, and extend both arms fully to feel a mild stretch in the triceps",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E121,Gentle Triceps Pushdown,"Stand with a resistance band or light weight, keeping your elbows close to your sides. Slowly extend your forearms downward until they are straight, then return to the starting position",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E122,Triceps Dips with Assistance,"Sit on a stable chair or bench with your hands gripping the edge next to your hips. Gently lower your body by bending your elbows, then push back up to the starting position. Keep the movement controlled and avoid deep dips to ensure no strain",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E123,Overhead Triceps Stretch with Resistance Band (Low Resistance),Gently stretch triceps overhead with minimal resistance,Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E124,Triceps Extension Stretch,"Hold arm overhead, bending elbow, and gently press down on forearm with the opposite hand",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E125,Seated Arm Extension,"Sit with arms bent, extend one arm at a time to engage triceps",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E126,Modified Wall Push-Up,Stand close to a wall and perform push-ups with reduced body weight,Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E127,Resistance Band Triceps Extensions (Low Resistance),Use a light resistance band for controlled triceps extensions,Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E128,Chair Dips (No Weight),"Sit on a chair, place hands on the seat, and gently lower body using triceps without full dip",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E129,Overhead Triceps Stretch with Assistance,"Reach one arm overhead and bend your elbow, bringing your hand toward the opposite shoulder blade. Use your opposite hand to gently push your elbow further down to increase the stretch",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E130,Triceps Extension with Light Resistance,"Stand or sit with a resistance band overhead, holding both ends. Slowly bend your elbow, bringing your hand behind your head, then extend your arm back up, keeping the movement controlled",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E131,Cross-Body Triceps Stretch,"Extend one arm across your body and, using the opposite hand, gently pull your elbow toward your chest, feeling the stretch along the triceps and shoulder",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E132,Seated Triceps Stretch with Support,"Sit tall in a chair, extend one arm overhead, and bend the elbow to reach the opposite shoulder blade. With the opposite hand, gently press on the bent elbow to deepen the stretch",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E133,Assisted Triceps Dips with Minimal Range,"Sit on a stable chair or bench with your hands on the edge. Slowly lower your body by bending your elbows, but limit the range of motion to avoid too much strain, then push back up to starting position",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E134,Gentle Triceps Pushdown with Resistance Band,"Attach a resistance band to a stable point overhead. Hold the band with both hands and slowly press your arms downward to straighten your elbows, then return to the starting position with control",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E135,Triceps and Chest Stretch,"With your hand on a doorframe, gently rotate your body outward while bending your arm at a 90-degree angle to feel a stretch along your triceps and chest",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E136,Triceps Isometric Hold,"Press your hands together in front of your chest, focusing on engaging your triceps to hold the position for 10–15 seconds, then relax",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E137,Triceps Stretch with Towel Assistance,"Hold a towel with both hands behind your back, one hand reaching from the top and the other from the bottom. Gently pull the towel upward with the top hand, allowing the bottom hand to feel a stretch in the triceps",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E138,None,,Triceps,Severe,Alleviate Pain,10,3,exercise.jpg,
E139,Quadriceps Activation,Sit on a chair and tighten the quads to straighten one leg slowly,Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E140,Leg Raises,"Lie on back, lift one leg straight up, keeping knee straight to engage quads",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E141,Bodyweight Squats,Perform squats while keeping knees aligned with toes,Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E142,Step-Ups,"Step onto a raised platform, lifting with quads",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E143,Standing Quad Stretch,"Stand upright and grab your ankle with one hand, pulling your heel gently towards your glutes while keeping your knees close together.",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E144,Seated Quad Stretch,"Sit on the floor with one leg extended and the other bent. Grab the ankle of the bent leg and pull it towards your body, stretching the front of your thigh",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E145,Quadriceps Activation,"Lie on your back with one leg straight and the other bent. Contract the muscle in your straight leg by tightening your thigh, hold for 5 seconds, and relax.",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E146,Bridge with Quad Focus,"Lie on your back with your knees bent and feet flat on the floor. Slowly lift your hips to create a straight line from your shoulders to your knees, engaging your quadriceps",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E147,Standing Leg Raises,"Stand upright, holding onto a sturdy surface for support. Slowly lift one leg straight in front of you, hold for a few seconds, and lower it back down.",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E148,Wall Sits,"Stand with your back against a wall, slide down into a seated position with your knees at 90 degrees",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E149,Lying Leg Extensions,"Lie on your back with one leg bent and the other straight. Slowly extend the straight leg, hold for a second, and lower it back down.",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E150,Quad Stretch with Support,"Hold onto a chair or wall for balance, bend one knee, and grab your ankle with the corresponding hand to gently pull it towards your glutes, stretching the quadriceps",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E151,Wall Sits,"Sit against a wall, sliding down until knees are at a 90-degree angle, holding to engage quads",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E152,Knee Extensions with Resistance Band,"Secure band, extend knee to engage quads",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E153,Lunges (Bodyweight or Light Weight),"Step forward, bending both knees to engage quads",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E154,Split Squats,Place one leg behind on an elevated surface and squat with the front leg,Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E155,Seated Towel Quad Stretch,"Sit on the floor with one leg extended. Loop a towel around the ankle of the extended leg, gently pull it toward you while keeping the leg straight to stretch the quads without bearing weight",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E156,Standing Quad Stretch with Wall Support,"Stand facing a wall, place one hand on it for balance, and bend one knee to bring your heel toward your buttocks. Hold your ankle gently to stretch the front of the thigh",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E157,Wall-Assisted Mini Squats,"Stand with your back against a wall and feet hip-width apart, slowly slide down into a shallow squat position (not beyond 45 degrees), hold for 5–10 seconds, and slide back up",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E158,Straight Leg Raises with Quad Squeeze,"Lie on your back with one leg straight and the other bent. Contract your quad and raise the straight leg a few inches off the ground, hold for 3–5 seconds, and lower slowly",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E159,Short-Arc Knee Extensions,"Lie on your back or sit with a rolled towel or foam under your knee. Straighten your leg by lifting the foot while the knee stays on the towel, hold for 5 seconds, then relax.",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E160,Bridge Pose with Emphasis on Quads,"Lie down with knees bent and feet flat on the floor. Push through your heels to lift your hips while engaging your quads and glutes. Hold for 5 seconds, then slowly return to the floor.",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
